brand,model,year,color,transmission_type,number_of_doors,source,kilometers,price
kia,rio,2010,white,automatic,4/5,gcc,300000,900.0
nissan,sunny,2011,beige,automatic,4/5,gcc,253144,1150.0
lexus,es 300,2021,white,automatic,4/5,us,13000,10500.0
hyundai,elantra,2015,white,automatic,4/5,gcc,255000,2350.0
toyota,rav 4,2021,blue,automatic,4/5,us,157000,6900.0
honda,civic,2003,white,automatic,4/5,gcc,35000,600.0
ford,explorer,2013,black,automatic,4/5,gcc,300000,2500.0
kia,sirion,2007,white,manual,2/3,gcc,376000,575.0
chevrolet,tahoe,2017,silver,automatic,4/5,us,307361,6900.0
subaru,impreza,2007,burgundy,manual,4/5,gcc,230000,1100.0
honda,pilot,2019,silver,automatic,4/5,gcc,123580,6300.0
mitsubishi,lancer,2006,red,automatic,2/3,gcc,200000,900.0
dodge,charger,2016,red,automatic,4/5,gcc,200000,6500.0
suzuki,grand vitara,2013,white,automatic,4/5,gcc,159000,1999.0
audi,q7,2017,gold,automatic,4/5,us,150000,7800.0
mercedes,gle 350,2020,white,automatic,4/5,company source,31000,18000.0
hyundai,sonata,2011,silver,automatic,4/5,gcc,240000,1320.0
toyota,camry,2014,gold,automatic,4/5,us,455000,2500.0
kia,carnival,2018,blue,automatic,4/5,gcc,52000,6200.0
volvo,xc60,2015,gold,automatic,4/5,gcc,189000,2400.0
suzuki,other,2016,burgundy,automatic,4/5,europe,200000,1700.0
toyota,rav 4,2021,grey,automatic,4/5,canada,54000,9100.0
hyundai,elantra,2017,grey,automatic,4/5,gcc,200000,2700.0
toyota,xa,2006,white,automatic,4/5,gcc,450000,800.0
volkswagen,touareg,2010,silver,automatic,4/5,gcc,306049,1020.0
range rover,range rover sport,2020,black,automatic,4/5,gcc,105000,21000.0
lexus,nx 200t,2015,beige,automatic,4/5,gcc,117000,7200.0
renault,safrane,2011,white,automatic,4/5,gcc,192000,1000.0
land rover,range rover sport,2016,grey,automatic,4/5,canada,144000,13500.0
lexus,is 300,1998,silver,automatic,4/5,gcc,300000,900.0
jeep,wrangler,2018,orange,automatic,2/3,gcc,120000,8800.0
toyota,rav 4,2014,other,automatic,4/5,us,131000,3600.0
nissan,rogue,2018,black,automatic,4/5,us,200000,3750.0
foton,sauvana,2019,white,automatic,4/5,gcc,99300,3000.0
mitsubishi,lancer,2017,white,automatic,4/5,gcc,157000,2250.0
mg,emgrand 7,2015,gold,automatic,4/5,company source,400000,650.0
ford,escape,2014,grey,automatic,4/5,us,180000,2350.0
hyundai,getz,2010,black,automatic,4/5,gcc,325222,650.0
nissan,tiida,2012,white,automatic,4/5,us,160000,1150.0
kia,rio,2008,silver,automatic,4/5,gcc,360000,1050.0
mercedes,e 350,2013,silver,automatic,2/3,us,170000,2980.0
nissan,tiida,2011,red,automatic,4/5,gcc,300000,1450.0
chevrolet,trax,2017,blue,automatic,4/5,gcc,200000,2800.0
ford,fusion,2018,silver,automatic,4/5,us,281600,2500.0
mitsubishi,outlander,2023,white,automatic,4/5,gcc,45000,10800.0
kia,sportage,2018,silver,automatic,4/5,us,137000,3600.0
toyota,camry,2002,green,automatic,4/5,us,30000,1081.0
mitsubishi,pajero,2010,white,automatic,4/5,gcc,230000,2700.0
toyota,corolla,2009,grey,automatic,4/5,us,433500,1350.0
jeep,cherokee,2018,other,automatic,4/5,us,135000,4500.0
toyota,corolla,2020,grey,automatic,4/5,us,161000,4000.0
hyundai,elantra,2011,blue,automatic,4/5,us,230000,1150.0
gmc,yukon,2007,white,automatic,4/5,gcc,555555,1950.0
audi,jetta,2013,white,automatic,4/5,company source,190000,1700.0
honda,civic,2009,other,automatic,4/5,gcc,402849,1400.0
peugeot,307,2007,red,automatic,4/5,europe,250000,650.0
nissan,sunny,2013,grey,automatic,4/5,company source,200000,1100.0
kia,rio,2012,white,automatic,4/5,gcc,450000,1300.0
kia,sportage,2020,white,automatic,4/5,gcc,110000,4850.0
honda,city,2005,gold,automatic,4/5,europe,4000,850.0
nissan,tiida,2008,black,automatic,4/5,company source,615000,850.0
suzuki,swift,2008,black,automatic,4/5,europe,42000,900.0
hyundai,veloster,2013,white,automatic,4/5,us,220000,1375.0
kia,cerato,2010,white,automatic,4/5,gcc,200000,1200.0
nissan,altima,2007,white,automatic,4/5,gcc,180000,1250.0
nissan,pathfinder,2006,black,automatic,4/5,us,300000,1200.0
nissan,sunny,2022,white,automatic,2/3,gcc,56239,3400.0
toyota,prado,2021,black,automatic,4/5,gcc,163000,12000.0
dodge,challenger,2022,green,automatic,2/3,canada,48000,5550.0
jeep,grand cherokee,2017,black,automatic,4/5,us,153000,6000.0
nissan,tiida,2012,brown,automatic,4/5,us,17762,1350.0
suzuki,alto,2011,white,manual,4/5,gcc,130000,900.0
toyota,camry,2015,grey,automatic,4/5,us,199373,3100.0
gac,gs 3,2021,white,automatic,4/5,gcc,120000,2850.0
nissan,altima,2015,silver,automatic,4/5,gcc,230000,1850.0
toyota,corolla,2008,green,manual,4/5,gcc,400000,1100.0
nissan,370z,2013,grey,automatic,2/3,us,119000,3200.0
mini,cooper,2015,silver,automatic,2/3,gcc,156000,2300.0
nissan,sentra,2013,silver,automatic,4/5,gcc,25000,1430.0
lexus,es 350,2008,silver,automatic,4/5,europe,195000,1650.0
suzuki,dzire,2018,white,automatic,4/5,gcc,255000,2000.0
mitsubishi,lancer,2013,silver,automatic,4/5,gcc,200000,1200.0
gmc,yukon,2015,white,automatic,4/5,gcc,240308,13000.0
suzuki,apv,2014,grey,manual,4/5,gcc,250000,1400.0
hyundai,santa fe,2010,burgundy,automatic,4/5,gcc,25000,1300.0
honda,civic,2004,gold,automatic,4/5,gcc,40000,650.0
toyota,4runner,2022,white,automatic,4/5,us,4500,13200.0
mg,mg rx5,2020,black,automatic,4/5,gcc,82000,4300.0
ssang yong,rexton,2014,brown,automatic,4/5,gcc,235000,1900.0
lexus,is 350,2022,silver,automatic,4/5,us,56000,12500.0
lexus,lx 470,2000,brown,automatic,4/5,company source,35000,2500.0
jeep,wrangler,2015,red,automatic,4/5,gcc,266000,5700.0
nissan,sunny,2011,silver,automatic,4/5,gcc,350000,1100.0
jeep,grand cherokee,2012,black,automatic,4/5,gcc,220000,2250.0
honda,civic,2005,brown,automatic,4/5,company source,300000,650.0
ford,focus,2015,black,automatic,4/5,us,253337,1120.0
suzuki,swift,2017,white,automatic,4/5,gcc,180000,2200.0
mazda,mazda 6,2021,silver,automatic,4/5,gcc,110000,5400.0
toyota,camry,2020,other,automatic,2/3,us,140000,5200.0
hyundai,sonata,2019,black,automatic,4/5,us,110000,3300.0
nissan,patrol,2015,grey,automatic,4/5,gcc,304700,9000.0
suzuki,swift,2012,red,automatic,4/5,gcc,240000,1550.0
volvo,xc90,2019,white,automatic,4/5,gcc,85000,14800.0
nissan,altima,2009,beige,automatic,4/5,us,304000,1100.0
lexus,es 350,2014,silver,automatic,4/5,us,485042,5300.0
toyota,corolla hatchback,2024,white,automatic,4/5,us,25000,6900.0
nissan,maxima,2014,silver,automatic,4/5,us,120000,2000.0
gmc,sierra,2009,white,automatic,2/3,gcc,220000,3200.0
genesis,genesis coupe,2015,orange,manual,2/3,us,200000,2500.0
mercedes,c 43 amg,2019,white,automatic,2/3,us,115000,7700.0
nissan,altima,2006,grey,automatic,4/5,us,510000,550.0
fiat,fiorino,2018,white,manual,2/3,gcc,250000,2300.0
tesla,y,2022,white,automatic,4/5,us,78000,9700.0
ford,raptor,2023,other,automatic,4/5,gcc,43000,22500.0
ford,bronco,2021,black,automatic,4/5,us,100000,6400.0
jeep,wrangler,2017,blue,automatic,4/5,us,75000,5800.0
hyundai,santa fe,2008,silver,automatic,4/5,gcc,200000,1500.0
gmc,acadia,2009,beige,automatic,4/5,gcc,170000,800.0
nissan,versa,2015,blue,automatic,4/5,company source,20000,1650.0
hummer,h3,2006,red,automatic,4/5,gcc,400000,1600.0
porsche,cayenne,2005,other,automatic,4/5,europe,27000,1200.0
honda,accord,2008,black,automatic,2/3,gcc,18000,1500.0
volkswagen,polo,2013,silver,automatic,4/5,company source,180000,900.0
mercedes,e 350,2016,black,automatic,4/5,us,80000,5900.0
toyota,corolla,2018,white,manual,4/5,gcc,175373,4300.0
